name,phone,email,lead_id,created_at,country,department,campaign_id
Simone Bertelsen,+4503456192,ichristoffersen@example.org,FB25021517_hWfhwLb4KRJYw1NA,2025-02-15 16:32:27,DK,MCC,129503672201
Ragnar Christine Thygesen,+75109224,ocarlsen@example.net,FB25021517_PrSkyPwgIfYs4FPr,2025-02-15 16:57:16,DK,MCC,129503672201
Reinhold Sager,+493239459846,qschlosser@example.net,FB25021518_Ih3w09Ky7NWpbVCk,2025-02-15 17:16:25,DE,TELE,129403682201
Stephan Schweitzer,+7740753019,trosenow@example.net,FB25021608_jKjAafelgWFRklsJ,2025-02-16 07:34:16,DE,MCC,129403682201
Lotte Holm,+4552945475,holmandreas@example.org,FB25021608_5KWPMPvzAuVxi7mj,2025-02-16 07:40:55,DK,MCC,0
Monique Dobes,+495698980748,olena84@example.org,FB25021623_8nrR43u1MWv6ssdO,2025-02-16 22:42:45,DE,MCC,
Pawel Schleich,+492514616629,qkruschwitz@example.net,FB25021708_Xbi3DroyfFO6dH6t,2025-02-17 07:56:26,DE,MCC,128574392201
Rose Alwin Schuster,8,katzler@example.com,FB25021710_M7eLSLL13iuLnOrT,2025-02-17 09:00:37,DE,MCC,126839472201
Frauke Zirme,+490482403444,mercedesharloff@example.org,FB25021713_PjdR8YhGjuxzI9vf,2025-02-17 12:27:50,DE,MCC,129403682201
Marcus Thygesen,4577224889,eriksenamanda@example.net,FB25021714_ZcZcWNihoYztCAmx,2025-02-17 13:03:02,DK,MCC,127391842201
Nanni Møller,(+45)60745417,oknudsen@example.org,FB25021807_0IGtxXRpPkyBl8e0,2025-02-18 06:27:15,DK,MCC,
Irina Brunhilde Kallert,+496339439513,xbiggen@example.com,FB25021818_Obo1tY9ZPdjkDQaa,2025-02-18 17:23:12,DE,MCC,129403682201
Maik Sager,+496535204134,klothilde45@example.org,FB25021820_Li9csDapEoRh6uCm,2025-02-18 19:32:22,DE,MCC,129403682201
Hanspeter Birnbaum,(+49)0696084268,mhermann@example.com,FB25021913_sfQk5iyHttS7mxLs,2025-02-19 12:51:42,DE,MCC,
Herdis Beth Olsen,+67534442,elsebethlarsen@example.net,FB25021921_TYhObiz1oOYxyy4b,2025-02-19 20:31:44,DK,MCC,129503672201
Mogens Poulsen,+4530469706,fschmidt@example.net,FB25021923_j1lTdllAtYRH5KoP,2025-02-19 22:27:25,DK,MCC,124816932201
Hans-Hermann Gesa Hörle,2444,williwohlgemut@example.org,FB25022013_oWu0VZylmL6lvaEn,2025-02-20 12:14:19,DE,MCC,
Sille Kristiansen,004575110642,patricknissen@example.com,FB25022015_tUVDvDDHiGHGyjGZ,2025-02-20 14:35:23,DK,MCC,
Gina Ilka Krause,+8760883113,bienreimund@example org,FB25022022_K9otZMfTKByuQ7mx,2025-02-20 21:34:41,DE,MCC,126839472201
Margaret Steinberg,+491922045247,klara42@@example.com,FB25022023_q66wPg04R3AZB5Ns,2025-02-20 22:27:01,DE,MCC,
Veli Hans Jörg Wesack,3,seipanneliese@example.net,FB25022111_bMbszg73CpVdfjGL,2025-02-21 10:45:42,DE,MCC,128574392201
Anastasios Clara Käster,+498289424146,ksiering@example.org,FB25022112_je4P0cTCLOdeGxhT,2025-02-21 11:34:29,DE,MCC,128574392201
Jakob Steffensen,+4594434530,line38@example.net,FB25022114_7xn032S13Fnb3ZCS,2025-02-21 13:34:40,DK,MCC,
Laurits Jakobsen,2,gunnarchristiansen@example.org,FB25022116_56pI4BveLRvqcTtx,2025-02-21 15:01:08,DK,MCC,
Karl-Heinz Kohl,+492325221939,fiebigeberhard@example.com,FB25022201_gaujuq6TphcbC7cl,2025-02-22 00:06:06,DE,MCC,
Annette Steffensen,+4545978536,cmikkelsen@example.com,FB25022208_tsnGqsx3Ek4o86hX,2025-02-22 07:44:57,DK,MCC,
Elisabeth Schmidtke,+493356940866,shahn@example.com,FB25022210_avKLna3IyiDGwj8Y,2025-02-22 09:17:32,DE,MCC,129403682201
Gloria Mühle,00499481603471,lkrause@example com,FB25022216_FFHMYZBSV6WVSbWO,2025-02-22 15:53:49,DE,MCC,129403682201
Naja Simon Nielsen,+4597459999,mikkelsenrebecca@example.net,FB25022221_vKQuTeTWcdWbIQKa,2025-02-22 20:11:59,DK,MCC,12680000
Vincent Binner,+5299179999,qkusch@example.net,FB25022308_eJCmJhkA4mNFc8IK,2025-02-23 07:43:01,DE,MCC,129403682201
Johanne Briemer,+496174160195,mary39@example.net,FB25022318_uQMESTYvIgZJbH3M,2025-02-23 17:42:56,DE,MCC,
Agnete Mathiasen,+4518268656,ejeppesen@example.org,FB25022322_tilgDVMNZUDKTFUt,2025-02-23 21:38:28,DK,MCC,124816932201
Nina Löwer,+499156306492,niemeierbartholomaeus@example net,FB25022323_kn04rZd0cbyz8PVM,2025-02-23 22:33:38,DE,TELE,
Stephan Emil Langern,6482438012,ignazhoerle@example.net,FB25022323_m2M2ewWrYQgXH2BT,2025-02-23 22:41:45,DE,MCC,
Tina Förster,+491873616354,ayseheidrich@example.net,FB25022408_LPmODIFLdGvfYNk3,2025-02-24 07:15:11,DE,TELE,129403682201
Sonja Iben Petersen,+4564895808,ursulabech@example.org,FB25022421_MJUI6K18OEUfWaTr,2025-02-24 20:53:23,DK,MCC,124816932201
Josef Holt,+490016541869,sieringannelore@example.com,FB25022422_PuoTwTNJiLShWz1r,2025-02-24 21:23:09,DE,MCC,129403682201
René Sørensen,16477426,grethe91@example.com,FB25022423_V4OqkQ4bezqhmaMK,2025-02-24 22:02:42,DK,MCC,6
Frederike Mohaupt,+496732193344,baumarno@example.org,FB25022512_LSmfYHJtgcIeYtK5,2025-02-25 11:12:54,DE,MCC,126839472201
Gunhild Karlsen,+4578201278,bhansen@example org,FB25022513_hhs5gARvijXPOLo4,2025-02-25 12:50:02,DK,MCC,129503672201
Ruth Andresen,+4559275772,matthias30@example...net,FB25022515_VylMj8pu9pmz3QCX,2025-02-25 14:14:26,DK,MCC,129503672201
Kordula Nette,+496297507127,karl-wilhelmstiffel@example.net,FB25022608_VwBxLOvo2BXgJaSl,2025-02-26 07:17:30,DE,MCC,
Nadia Kjeldsen,4553181155,mmadsen@example.com,FB25022620_deBBTLflxvcukxzf,2025-02-26 19:13:38,DK,MCC,129503672201
Bobby Kim Østergaard,+4505808883,gittevestergaard@example.net,FB25022620_QdZBYYa2ZI74LZnR,2025-02-26 19:50:50,DK,TELE,124816932201
Sten Sørensen,4556249849,mschultz@example...net,FB25022622_CHSTVHAzNew1NH3g,2025-02-26 21:24:35,DK,MCC,129503672201
Kunibert Jopich,+497614467284,hoefiglaura@example.net,FB25022622_kihIiGJBQtgcYsgp,2025-02-26 21:28:46,DE,MCC,
Carmela Tlustek,+499573428074,kirstinthies@example.com,FB25022700_nv94BsRyDRMwdVxN,2025-02-26 23:09:22,DE,MCC,
Birte Marcus Thorsen,+4595137034,christofferkristoffersen@example.com,FB25022813_laYHWo3vlvZGZWkL,2025-02-28 12:16:37,DK,MCC,
Felix Henschel,+493746086153,uhuebel@example.org,FB25022821_DPAU7FNBbMcJqAsZ,2025-02-28 20:23:30,DE,MCC,126839472201
Irmtraut Rosalia Kranz,+490158338777,fhahn@example.com,FB25022822_9Fa3eQXR4LTKZ6L7,2025-02-28 21:20:47,DE,MCC,0
Niklas Juncken,(+49)2353044973,heinrichandrei@example.com,FB25030108_MM7m9s0YS7pFX56R,2025-03-01 07:06:49,DE,TELE,126839472201
Bettina Trubin,+496028614973,azizschleich@@example.net,FB25030111_Q6ESUOCVT87LfJhH,2025-03-01 10:58:14,DE,MCC,124758392201
Solveig Schou,+4581789814,steffensenjohan@example.com,FB25030112_cltjliTujKDK6Wrs,2025-03-01 11:01:24,DK,MCC,128209572201
Alina Beckmann,+494521819461,budighanno@example.org,FB25030119_PT82G8Maf9VIMVcm,2025-03-01 18:26:13,DE,TELE,0
Toni Jüttner,496970885178,magnus89@example net,FB25030210_jp6d5Fc0ApAHinRQ,2025-03-02 09:51:57,DE,MCC,128574392201
Patric Theda Henck,00493880839362,rolandkoch-ii@example.org,FB25030305_0SibasKGZliirr9B,2025-03-03 04:57:11,DE,MCC,
Malthe Svendsen,17736891,imathiasen@example.com,FB25030312_OBGGbT4Z6eHENwbB,2025-03-03 11:58:09,DK,MCC,124816932201
Jeppe Carla Thomsen,+4542659797,ronjaholst@example.com,FB25030313_rhdvSiE4LFDbJiq3,2025-03-03 12:04:45,DK,MCC,126473852201
Agnieszka Hentschel,+491811238697,angelinarogner@example...org,FB25030320_NEcaWxwlm7Nxe34J,2025-03-03 19:36:43,DE,MCC,128574392201
Gunhild Schmidt,+4591320922,simon31@example.com,FB25030323_LWiHNhOhDBnwPbJY,2025-03-03 22:27:19,DK,MCC,126473852201
Dina Olsen,+4500094941,olsenstig@example.net,FB25030323_dyhJkUcNUiW6tih8,2025-03-03 22:57:50,DK,MCC,12680000
Karl-August Patberg,+491177656936,rplath@example.org,FB25030401_vmpji2N1Zwc2cIKy,2025-03-04 00:28:04,DE,MCC,
Othmar Ehlert,0046375486,guelten17@example.org,FB25030410_gkNdSWDjyv432qCX,2025-03-04 09:11:17,DE,TELE,124758392201
Klaus Dieter Lisette Jacobi Jäckel,+491839220405,ennoetzler@example.org,FB25030419_GuBQofo2NdWfyxAv,2025-03-04 18:15:12,DE,MCC,124758392201
Laura Kristiansen,+4590752400,dhenriksen@example.org,FB25030419_FQY6QwpMyw2PYFgk,2025-03-04 18:41:45,DK,MCC,124816932201
Hanne Walli Geißler,8452991985,guelsen72@example.net,FB25030420_LTsXy9C1kllS2Poe,2025-03-04 19:03:02,DE,MCC,
Wolfgang Rita Seip,+499129930466,gabriele39@example.com,FB25030510_QcH8oqBGTganTy9Y,2025-03-05 09:04:40,DE,MCC,
Gunnar Laura Carlsen,+4540791396,jakobsensophie@example com,FB25030511_PLS2HiVwflLWrkwU,2025-03-05 10:30:57,DK,MCC,
Ivonne Christoph,+494925778154,owohlgemut@example.com,FB25030519_i2EPnFrJJwjReHMX,2025-03-05 18:15:02,DE,TELE,12680000
Morten Mathiasen,+4564810803,soren25@example.com,FB25030609_Cy6RBLClwOATSMY1,2025-03-06 08:55:38,DK,TELE,
Salvatore Rörricht,+498065154847,tkade@example.com,FB25030613_5eFU6vPze75RENBW,2025-03-06 12:16:14,DE,MCC,124758392201
Claudio Höfig,492865491960,egonkobelt@example.net,FB25030618_ud1hQJEIJyeRlH9S,2025-03-06 17:42:34,DE,MCC,126839472201
Arne Steffensen,4590772833,poulsenjan@example.com,FB25030621_3jNb9aYwyFYNUpdm,2025-03-06 20:15:06,DK,TELE,128209572201
Simon Jano Skov,4596222489,fwinther@example...com,FB25030621_reXvgIg8lEKYq5ne,2025-03-06 20:52:45,DK,MCC,124816932201
Inga Knappe,+495479012679,heinojacob@example.net,FB25030622_fMK68YrWrIMMYMU5,2025-03-06 21:06:17,DE,MCC,
Catherine Kensy,+498414377772,bendersahin@example...net,FB25030712_VM1O6pbpZ3xpWadc,2025-03-07 11:24:49,DE,MCC,126839472201
Damaris Oestrovsky,690,isidor86@example com,FB25030718_xdNGN47H1l6gjoIR,2025-03-07 17:25:39,DE,MCC,124758392201
Valeska Kraushaar,+495511830246,sofiegierschner@example.net,FB25030720_yXQ9r64eyfjhh3vU,2025-03-07 19:38:24,DE,MCC,126839472201
Hans-Christian Höfig,498351846796,hans-adolf59@example.org,FB25030800_vFrZ9refQ9BKM6uq,2025-03-07 23:22:48,DE,MCC,128574392201
Nurten Kallert,+497454701149,gernot90@example.org,FB25030814_w3Y6HkTZpJqVsLD3,2025-03-08 13:51:34,DE,MCC,124758392201
Kenny Madsen,39,thomsenzenia@example.org,FB25030818_UYNyfFZ7kOjiJbgh,2025-03-08 17:36:10,DK,TELE,
Helene Caspar,4,hholzapfel@example.org,FB25030819_OYv3IqM1CIF95cqh,2025-03-08 18:53:51,DE,MCC,126839472201
Friedbert Vladimir Trapp,+493413173109,hasangertz@example.com,FB25030906_BCSwMiJwx0SWlw5M,2025-03-09 05:53:54,DE,MCC,
Wenzel Janine Lange,496885565437,nuri73@example.com,FB25031009_HQmZhGQ6aCYZVzuq,2025-03-10 08:51:05,DE,MCC,
Vivian Hjalte Frederiksen,+4587118516,ritt85@example.net,FB25031010_ajvcT9Plz35tUQRq,2025-03-10 09:11:20,DK,MCC,126473852201
Freddy Bertelsen,+4523352091,malene49@example.net,FB25031013_4dWadWvKOaqFxVDj,2025-03-10 12:55:20,DK,TELE,126473852201
Franz-Josef Stoll,+493291054482,ernst-august38@example.com,FB25031020_MgQrkkPh8Pxbp3Tx,2025-03-10 19:16:14,DE,MCC,124758392201
Gundel Birnbaum,9574333474,gotthard98@example.org,FB25031107_HITsHyTtCPZ0Q16N,2025-03-11 06:50:40,DE,MCC,128574392201
Irmtraut Reising,+496553690955,tilohuhn@example.net,FB25031112_tOatau43ccVfzp3l,2025-03-11 11:46:26,DE,MCC,126839472201
Günter Huhn,+1272587737,gordana21@example.com,FB25031118_fvuBoKeMAJHK6Bcv,2025-03-11 17:46:12,DE,MCC,126839472201
Juergen Segebahn,(+49)6100348774,doehndietlind@example.com,FB25031217_C4HPL3k9UkmSQEQf,2025-03-12 16:40:30,DE,MCC,124758392201
Gustav Hein,+495575294586,muehleveli@example.com,FB25031308_YkE2gXj5IaKDlxHO,2025-03-13 07:10:12,DE,MCC,124758392201
Mattias Horst-Peter Schacht,+494224994718,detlef60@example.org,FB25031309_R79hQdBiciD2m40k,2025-03-13 08:00:40,DE,MCC,124758392201
Matthias Knudsen,+4592303027,einarlauridsen@example.net,FB25031322_4wGrdtb80nFQRkXM,2025-03-13 21:46:47,DK,TELE,128209572201
Stig Svendsen,4553410155,patricia69@example.org,FB25031420_dBbahI12epLuncLz,2025-03-14 19:53:17,DK,TELE,128209572201
Tilde Yasmin Ravn,+28627977,steffensensophie@example.com,FB25031519_oCbtzka9HFvbsSCN,2025-03-15 18:30:24,DK,MCC,126473852201
Niels Patberg,+495852064349,nadjaheintze@example.org,FB25031523_iY6hgaZFMG3UOgHV,2025-03-15 22:31:35,DE,MCC,126839472201
Marijan Manuela Pieper,4722193611,vitojunck@example...com,FB25031600_tqIaO3PO6xqzXYDB,2025-03-15 23:20:31,DE,TELE,
Jochen Binner,+495352539828,beckmannjaroslaw@example.net,FB25031608_YpShxQE42i0ue88c,2025-03-16 07:34:13,DE,MCC,124758392201
Signe Henriksen,92600549,elladahl@example.net,FB25031608_8RHCIeSlen2vHXu2,2025-03-16 07:44:12,DK,MCC,124816932201
Elsa Janin Vogt,(+49)1605348316,wenckestolze@example.com,FB25031623_kPayyHxvVpCZaOLL,2025-03-16 22:01:49,DE,MCC,126839472201
Holm Kraushaar,8642,ernst-augustschleich@example.org,FB25031723_C6MM3V3PbHmvXk94,2025-03-17 22:00:53,DE,TELE,126839472201
Ronny Hartmann,+497159737594,adehmel@example.com,FB25031814_6RiwzTeX8IuV4evJ,2025-03-18 13:59:21,DE,MCC,126839472201
Rudi Budig,+497708535073,wackermann@@example.com,FB25031817_r1lTLHyMADwqW1au,2025-03-18 16:55:51,DE,TELE,124758392201
Stephanie Huhn,+5161854040,nkarge@example...com,FB25031823_urJDCiDIM3LPAxju,2025-03-18 22:15:48,DE,MCC,124758392201
Xenia Hornig,+497030667709,alexeibluemel@example.org,FB25031920_TDtl4lOFiQrmnvQk,2025-03-19 19:58:10,DE,MCC,
Heinz-Wilhelm Klotz,00499969452988,luise79@example.net,FB25031922_NUqbeL4jeNg01jZo,2025-03-19 21:42:27,DE,MCC,126839472201
Philipp Stahr,+493635486001,leokadia61@example.org,FB25032007_XwYW5rJWSG6XCCq8,2025-03-20 06:14:47,DE,MCC,
Julius Knudsen,+4519345839,mads42@example.net,FB25032010_M6vrueixqVbogHOx,2025-03-20 09:48:02,DK,TELE,128209572201
Imelda Karz,493763393987,rmentzel@example net,FB25032020_LC7tP7g3egMt9mom,2025-03-20 19:23:55,DE,TELE,124758392201
Hanno Kohl,+5168970673,franz-peterflantz@example.net,FB25032022_8IzAI14LgC7Wo0kl,2025-03-20 21:48:32,DE,TELE,128574392201
Senol Bärer,+499268343663,stavros69@example...net,FB25032200_Wjv4UoFoeJ6U6Ga7,2025-03-21 23:13:58,DE,MCC,124758392201
Benno Egon Schmidt,+496449033970,bolnbachstella@example net,FB25032212_2nkGOTJ6e2IQGuWc,2025-03-22 11:20:20,DE,MCC,
Rolf-Dieter Segebahn,+496799257219,handeannita@example.net,FB25032310_9pgkxQgZOxdEJZSB,2025-03-23 09:54:23,DE,MCC,128574392201
Karl-August Rose,+497239543298,theuser@example net,FB25032313_rO94x0vLxlIZEf3F,2025-03-23 12:28:56,DE,MCC,124758392201
Tadeusz Dörr,+491986769201,naserfaruk@example.org,FB25032512_YZH7gkck2QmuD7PT,2025-03-25 11:01:29,DE,MCC,126839472201
Marie-Therese Mans,+498293600490,pasquale77@example...com,FB25032516_5kHQmjfUexNA9TU3,2025-03-25 15:56:15,DE,MCC,126839472201
Arnfried Dittmar Benthin,+490090707379,margitageisel@example.org,FB25032519_TpiWomx0wntJT8Z0,2025-03-25 18:04:02,DE,MCC,128574392201
Marie-Louise Reza Lachmann,+6037150720,curtrogner@example.org,FB25032522_Sw8aTmzh1hmp6vZo,2025-03-25 21:24:56,DE,MCC,128574392201
